ACTIONDATE,ACTIONTYPE,CANDIDATEID,CONTACTID,CREATEDATE,JOBID,NOTEFIRST100CHARS,NOTEID,USERID,api_fromDate,api_toDate
2020-11-19 23:03:24.0,LinkedIn Profile,1464456851936,,2020-11-19 23:03:24.0,,"Vikas T.
https://www.linkedin.com/in/vthapliyal
Company: Consulting Company
Job Title: Software A",362319044,1403411,2020-11-18,2020-11-19
2020-11-19 22:50:42.0,LinkedIn Profile,12117273766703,,2020-11-19 22:50:42.0,,"George H.
https://www.linkedin.com/in/garrisharris
Company: Charles Schwab
Job Title: Senior Inte",362318747,1455994,2020-11-18,2020-11-19
2020-11-19 21:50:56.0,LinkedIn Profile,4839719490372,,2020-11-19 21:50:56.0,,"Faith Forbis, CPA
https://www.linkedin.com/in/faithforbis
Headline: CFO | Controller | Process Imp",362318152,1470277,2020-11-18,2020-11-19
2020-11-19 20:17:42.0,LinkedIn Profile,386656875173,,2020-11-19 20:17:42.0,,"Frederic Bobberts
https://www.linkedin.com/in/frederic-bobberts-42165b
Company: Wells Fargo
Job T",362314679,1470277,2020-11-18,2020-11-19
2020-11-19 19:10:09.0,LinkedIn Profile,12172811354832,,2020-11-19 19:10:09.0,,"Mark V. Morse, MBA, FMVA
https://www.linkedin.com/in/mvmorse
Company: Morse Business & Financial C",362309406,1470277,2020-11-18,2020-11-19
2020-11-19 19:02:15.0,LinkedIn Profile,1798565032599,,2020-11-19 19:02:15.0,,"Prabhuanand Sivashanmugam
https://www.linkedin.com/in/prabhuanand
Company: Mindstrong
Job Title: ",362309391,1460631,2020-11-18,2020-11-19
2020-11-19 19:01:18.0,LinkedIn Profile,10627495141291,,2020-11-19 19:01:18.0,,"Manjz Rekha PMP  CSM 
https://www.linkedin.com/in/manjz-rekha-pmp -csm -228b8757
Company: American",362309408,1470277,2020-11-18,2020-11-19
2020-11-19 18:59:18.0,LinkedIn Profile,10385548198239,,2020-11-19 18:59:18.0,,"Tuan Pham
https://www.linkedin.com/in/phamvantuan
Company: Arizona State University - W. P. Carey ",362309409,1470277,2020-11-18,2020-11-19
2020-11-19 18:57:43.0,LinkedIn Profile,760327924581,,2020-11-19 18:57:43.0,,"Michelle Self
https://www.linkedin.com/in/michelleself1
Headline: Project Manager
",362309412,1470277,2020-11-18,2020-11-19
2020-11-19 15:26:36.0,LinkedIn Profile,3362232295440,,2020-11-19 15:26:36.0,,"Rafael Van Dyke
https://www.linkedin.com/in/rafaelvandyke
Company: Workday
Job Title: Senior Mana",362260980,1468560,2020-11-18,2020-11-19
2020-11-19 12:19:24.0,LinkedIn Profile,6543581996200,,2020-11-19 12:19:24.0,,"Matthew Johnson
https://www.linkedin.com/in/matthew-johnson-a478ab3
Company: Sabaki Engineering
J",362173411,1403411,2020-11-18,2020-11-19
2020-11-19 11:32:13.0,LinkedIn Profile,778860795851,,2020-11-19 11:32:13.0,,"Mark Duenas
https://www.linkedin.com/in/mduenas
Company: BuildingReports
Job Title: Senior Mobile",362159896,1440064,2020-11-18,2020-11-19
2020-11-19 11:19:25.0,LinkedIn Profile,12231621843269,,2020-11-19 11:19:25.0,,"Tyrone Forte
https://www.linkedin.com/in/tyroneforte
Company: Self-employed
Job Title: Freelance ",362149597,1409440,2020-11-18,2020-11-19
2020-11-18 23:48:47.0,LinkedIn Profile,1969408,,2020-11-18 23:48:47.0,,"Sonia Macias, MBA, CSM, CSPO, PMP, CISA, CPA
https://www.linkedin.com/in/sonia-macias-mba-csm-cspo-",362081134,1443218,2020-11-18,2020-11-19
2020-11-18 21:58:02.0,LinkedIn Profile,5216708429810,,2020-11-18 21:58:02.0,,"Lisa Gonzales-Simon
https://www.linkedin.com/in/lisa-gonzales-simon-8245a64
Company: The Walt Disn",362080553,1443218,2020-11-18,2020-11-19
2020-11-18 19:06:21.0,LinkedIn Profile,3779816991029,,2020-11-18 19:06:21.0,,"Alexandra Simon Bernabeu
https://www.linkedin.com/in/alexandra-simon-bernabeu
Company: Expedia Gro",362076833,1443218,2020-11-18,2020-11-19
2020-11-18 16:19:52.0,LinkedIn Profile,3122329575801,,2020-11-18 16:19:52.0,,"Praveen Raju, PMP
https://www.linkedin.com/in/praveenraju
Company: TIAA Bank
Job Title: Engineeri",362040986,1470735,2020-11-18,2020-11-19
2020-11-18 15:55:39.0,LinkedIn Profile,3256004560304,,2020-11-18 15:55:39.0,,"Chris Close
https://www.linkedin.com/in/chris-close-07a8791a
Company: Owens & Minor
Job Title: Sa",362040922,1460745,2020-11-18,2020-11-19
2020-11-18 15:54:06.0,LinkedIn Profile,11075494582612,,2020-11-18 15:54:06.0,,"Shail S
https://www.linkedin.com/in/shail-s-625314198
Company: USAA
Job Title: Python Developer/D",362040914,1460631,2020-11-18,2020-11-19
2020-11-18 15:52:32.0,LinkedIn Profile,1858748,,2020-11-18 15:52:32.0,,"Soumya Chakraverty
https://www.linkedin.com/in/soumyachakraverty
Company: RiskPro Solutions, LLC
",362031122,1095849,2020-11-18,2020-11-19
2020-11-18 14:35:25.0,LinkedIn Profile,12219534876522,,2020-11-18 14:35:25.0,,"Ron Horowitz
https://www.linkedin.com/in/ron-horowitz-a605503
Company: Peloton
Job Title: Audio E",362004498,1409440,2020-11-18,2020-11-19
2020-11-18 13:38:57.0,LinkedIn Profile,207973879987,,2020-11-18 13:38:57.0,,"Russell Dunn
https://www.linkedin.com/in/russelldunn
Company: Hulu
Job Title: Technical Program M",361982792,1443218,2020-11-18,2020-11-19
2020-11-18 12:53:07.0,LinkedIn Profile,1242127186261,,2020-11-18 12:53:07.0,,"Ed Gerchik, MBA, PMP, SSM, CSaSP, CSP-SM
https://www.linkedin.com/in/ed-gerchik-mba-pmp-ssm-csasp-c",361960780,1443218,2020-11-18,2020-11-19
2020-11-18 10:23:16.0,LinkedIn Profile,11574984566691,,2020-11-18 10:23:16.0,,"Jeffery Suhr
https://www.linkedin.com/in/jefferyssuhr
Company: Suhr Enterprises
Job Title: Truste",361898780,1095849,2020-11-18,2020-11-19
2020-11-18 10:00:58.0,LinkedIn Profile,4648378732972,,2020-11-18 10:00:58.0,,"Neils Olson
https://www.linkedin.com/in/neilsolson
Company: iHerb, LLC
Job Title: Senior Technica",361898813,1443218,2020-11-18,2020-11-19
2020-11-19 23:33:46.0,LinkedIn InMail Reply,2527945325078,,2020-11-19 23:33:46.0,,"<span class='element-subject'>Introduction Call - Tax Operations</span>
Hi William,

Thank you fo",362319376,1455994,2020-11-18,2020-11-19
2020-11-19 23:27:17.0,LinkedIn InMail Reply,110866772980,,2020-11-19 23:27:17.0,,"Introduction Call - Internal Controls and SOX
Hi William, thank you for reaching out. Though I am n",362319377,1455994,2020-11-18,2020-11-19
2020-11-19 23:03:25.0,LinkedIn InMail Reply,1464456851936,,2020-11-19 23:03:25.0,,"New 100% Remote SAP BRIM Consultant Position Available
Who is the client",362319045,1403411,2020-11-18,2020-11-19
2020-11-19 22:50:00.0,LinkedIn InMail Reply,12117273766703,,2020-11-19 22:50:00.0,,"Introduction Call - Internal Controls and SOX
Hi William, thank you for reaching out, but I am not ",362318748,1455994,2020-11-18,2020-11-19
2020-11-19 22:28:51.0,LinkedIn InMail Reply,12228477433048,,2020-11-19 22:28:51.0,,"Enterprise Portfolio Manager Opportunity
Ashley,

My email is joel.p.schneider@gmail.com. I've al",362318755,1440691,2020-11-18,2020-11-19
2020-11-19 22:28:45.0,LinkedIn InMail Reply,1409186867842,,2020-11-19 22:28:45.0,,"Would you be interested?
Hi Danielle, thank you for reaching out. I would like to learn more about ",362318757,1445402,2020-11-18,2020-11-19
2020-11-19 22:12:32.0,LinkedIn InMail Reply,12232666616857,,2020-11-19 22:12:32.0,,"New Remote Direct Hire Channel Manager Position Available
Monday morning works for me. ",362318578,1403411,2020-11-18,2020-11-19
2020-11-19 21:50:56.0,LinkedIn InMail Reply,4839719490372,,2020-11-19 21:50:56.0,,"Looking for a Contract Project BA in Tempe, AZ
Hi Marsha, thank you for reaching out, but don't hav",362318182,1470277,2020-11-18,2020-11-19
2020-11-19 21:38:39.0,LinkedIn InMail Reply,12209808141887,,2020-11-19 21:38:39.0,,"RE: Talent Path - Career Opportunity
Here it is.",362318135,0,2020-11-18,2020-11-19
2020-11-19 21:16:42.0,LinkedIn InMail Reply,11836671344284,,2020-11-19 21:16:42.0,,"Introduction Call - Tax Operations
Hi William, thank you for reaching out. I would like to learn mo",362317809,1455994,2020-11-18,2020-11-19
2020-11-19 20:17:43.0,LinkedIn InMail Reply,386656875173,,2020-11-19 20:17:43.0,,<span class='element-subject'><span class='element-subject'>Looking for a Contract Project BA in Tem,362314691,1470277,2020-11-18,2020-11-19
2020-11-19 20:17:09.0,LinkedIn InMail Reply,386656875173,,2020-11-19 20:17:09.0,,"<span class='element-subject'>Looking for a Contract Project BA in Tempe, AZ</span>
Hi Marsha, than",362314694,1470277,2020-11-18,2020-11-19
2020-11-19 20:11:12.0,LinkedIn InMail Reply,12232913531876,,2020-11-19 20:11:12.0,,"An Email Worth Reading
Hi Nate, what about 2pm? ",362314738,1419821,2020-11-18,2020-11-19
2020-11-19 20:04:40.0,LinkedIn InMail Reply,12172363642701,,2020-11-19 20:04:40.0,,"Looking for a Contract Project BA in Tempe, AZ
Sure, the best number to reach me is my mobile at (6",362314697,1470277,2020-11-18,2020-11-19
2020-11-19 20:02:36.0,LinkedIn InMail Reply,4433457030568,,2020-11-19 20:02:36.0,,"Looking for a Contract Project BA in Tempe, AZ
Absolutely! The best number to reach me is at (818) ",362314698,1470277,2020-11-18,2020-11-19
2020-11-19 19:53:10.0,LinkedIn InMail Reply,3078850396199,,2020-11-19 19:53:10.0,,"Looking for a Contract Project BA in Tempe, AZ
Hi Marsha, thank you for reaching out, but I am not ",362310885,1470277,2020-11-18,2020-11-19
2020-11-19 19:38:48.0,LinkedIn InMail Reply,1019812076998,,2020-11-19 19:38:48.0,,"Introduction Call - Tax Operations
is this job opportunity in NJ? I'm not looking to relocate",362314784,1455994,2020-11-18,2020-11-19
2020-11-19 19:38:18.0,LinkedIn InMail Reply,1019812076998,,2020-11-19 19:38:18.0,,"Introduction Call - Tax Operations
Karen Lee is interested in learning more about this opportunity.",362314777,1455994,2020-11-18,2020-11-19
2020-11-19 19:35:09.0,LinkedIn InMail Reply,12172363642701,,2020-11-19 19:35:09.0,,"Looking for a Contract Project BA in Tempe, AZ
Hi Marsha! Thank you for reaching out. I would love ",362314762,1470277,2020-11-18,2020-11-19
2020-11-19 19:30:13.0,LinkedIn InMail Reply,12233146166744,,2020-11-19 19:30:13.0,,"Full Stack Engineer Opportunity with Talent Path!
smells like a scam",362317812,1461779,2020-11-18,2020-11-19
2020-11-19 19:22:13.0,LinkedIn InMail Reply,127010582777,,2020-11-19 19:22:13.0,,"Keeping you in the loop...
Yes, I am available tomorrow morning from 9 to 11 am. My cell phone numb",362309453,1443218,2020-11-18,2020-11-19
2020-11-19 19:21:04.0,LinkedIn InMail Reply,1071706594158,,2020-11-19 19:21:04.0,,"Looking for a Contract Project BA in Tempe, AZ
I am only interested in permanent employment.",362309588,1470277,2020-11-18,2020-11-19
2020-11-19 19:18:32.0,LinkedIn InMail Reply,11939386456349,,2020-11-19 19:18:32.0,,"Introduction Call - Tax Operations
Hi William, thank you for reaching out. I would like to learn mo",362314773,1455994,2020-11-18,2020-11-19
2020-11-19 19:10:10.0,LinkedIn InMail Reply,12172811354832,,2020-11-19 19:10:10.0,,"Looking for a Contract Project BA in Tempe, AZ
Hi Marsha, thank you for reaching out, but I am not ",362309589,1470277,2020-11-18,2020-11-19
2020-11-19 19:02:24.0,LinkedIn InMail Reply,4433457030568,,2020-11-19 19:02:24.0,,"Looking for a Contract Project BA in Tempe, AZ
Hi Marsha, thank you for reaching out. I would like ",362314730,1470277,2020-11-18,2020-11-19
2020-11-19 19:02:16.0,LinkedIn InMail Reply,1798565032599,,2020-11-19 19:02:16.0,,"New Remote Full-time DevOps opportunity available
Hi Soo, thank you for reaching out, but I am not ",362309557,1460631,2020-11-18,2020-11-19
2020-11-19 19:01:44.0,LinkedIn InMail Reply,12173732874868,,2020-11-19 19:01:44.0,,"New Remote Full-time DevOps opportunity available
",362314749,1460631,2020-11-18,2020-11-19
2020-11-19 19:01:36.0,LinkedIn InMail Reply,12173732874868,,2020-11-19 19:01:36.0,,"New Remote Full-time DevOps opportunity available
Here is my resume for your review, let me know if",362314758,1460631,2020-11-18,2020-11-19
2020-11-19 19:01:31.0,LinkedIn InMail Reply,10627495141291,,2020-11-19 19:01:31.0,,"Looking for a Contract Project BA in Tempe, AZ
Also what is the pay rate ? ",362309591,1470277,2020-11-18,2020-11-19
2020-11-19 19:01:19.0,LinkedIn InMail Reply,10627495141291,,2020-11-19 19:01:19.0,,"Looking for a Contract Project BA in Tempe, AZ
Hi Marsha, thank you for reaching out. I would like ",362309593,1470277,2020-11-18,2020-11-19
2020-11-19 19:01:06.0,LinkedIn InMail Reply,12173732874868,,2020-11-19 19:01:06.0,,"New Remote Full-time DevOps opportunity available
Hi, thank you for reaching out to me. As of now I",362314754,1460631,2020-11-18,2020-11-19
2020-11-19 18:59:20.0,LinkedIn InMail Reply,10385548198239,,2020-11-19 18:59:20.0,,"Looking for a Contract Project BA in Tempe, AZ
Tuan Pham is not interested in learning more at this",362309595,1470277,2020-11-18,2020-11-19
2020-11-19 18:58:46.0,LinkedIn InMail Reply,2471897,,2020-11-19 18:58:46.0,,"Looking for a Contract Project BA in Tempe, AZ
Only looking at Business Continuity, thank you",362314734,1470277,2020-11-18,2020-11-19
2020-11-19 18:57:44.0,LinkedIn InMail Reply,760327924581,,2020-11-19 18:57:44.0,,"Looking for a Contract Project BA in Tempe, AZ
Michelle Self is not interested in learning more at ",362309630,1470277,2020-11-18,2020-11-19
2020-11-19 18:46:33.0,LinkedIn InMail Reply,5736493427105,,2020-11-19 18:46:33.0,,"IT Talent Community - Full Stack Software Engineer (PHP/LAMP) - Full-Time/Remote
",362306965,1409440,2020-11-18,2020-11-19
2020-11-19 18:46:27.0,LinkedIn InMail Reply,5736493427105,,2020-11-19 18:46:27.0,,"IT Talent Community - Full Stack Software Engineer (PHP/LAMP) - Full-Time/Remote
Hi Terence, thank ",362306967,1409440,2020-11-18,2020-11-19
2020-11-19 18:43:38.0,LinkedIn InMail Reply,12233086744353,,2020-11-19 18:43:38.0,,"MOVEit Administrator opportunity - Fiserv
Hi Joni, thank you for reaching out. I would like to lear",362319364,1108886,2020-11-18,2020-11-19
2020-11-19 18:39:40.0,LinkedIn InMail Reply,3347745355689,,2020-11-19 18:39:40.0,,"IT Talent Community - Business Analyst (Regulatory) - Remote (Arizona)
Hi Tallin, 

Apologies for",362307042,1470052,2020-11-18,2020-11-19
2020-11-19 18:37:44.0,LinkedIn InMail Reply,3347745355689,,2020-11-19 18:37:44.0,,"IT Talent Community - Business Analyst (Regulatory) - Remote (Arizona)
Olga Shor is interested in l",362307044,1470052,2020-11-18,2020-11-19
2020-11-19 18:32:34.0,LinkedIn InMail Reply,5654116341262,,2020-11-19 18:32:34.0,,"Keeping you in the loop...
",362306956,1443218,2020-11-18,2020-11-19
2020-11-19 18:32:26.0,LinkedIn InMail Reply,5654116341262,,2020-11-19 18:32:26.0,,"Keeping you in the loop...
Hi Clay, thank you for reaching out. I would like to learn more about th",362306958,1443218,2020-11-18,2020-11-19
2020-11-19 18:29:50.0,LinkedIn InMail Reply,3337117156225,,2020-11-19 18:29:50.0,,"Keeping you in the loop...
Hi Clay,

Sorry for delay. Let's have a call tomorrow afternoon",362306961,1443218,2020-11-18,2020-11-19
2020-11-19 18:29:47.0,LinkedIn InMail Reply,1029288618775,,2020-11-19 18:29:47.0,,"New Remote Direct Hire Channel Manager Position Available
What company? Comp ? ",362310879,1403411,2020-11-18,2020-11-19
2020-11-19 18:18:35.0,LinkedIn InMail Reply,8969161184824,,2020-11-19 18:18:35.0,,"Business Analyst opportunity - Fiserv
I would like to learn more about this position ",362319361,1108886,2020-11-18,2020-11-19
2020-11-19 18:18:14.0,LinkedIn InMail Reply,8969161184824,,2020-11-19 18:18:14.0,,"Business Analyst opportunity - Fiserv
As a technical Business Analyst ",362319362,1108886,2020-11-18,2020-11-19
2020-11-19 18:17:54.0,LinkedIn InMail Reply,8969161184824,,2020-11-19 18:17:54.0,,"Business Analyst opportunity - Fiserv
Hi thanks for reaching out with the position. I have good bac",362319365,1108886,2020-11-18,2020-11-19
2020-11-19 18:15:35.0,LinkedIn InMail Reply,12233049759585,,2020-11-19 18:15:35.0,,"New Direct Hire Senior Android Developer Position Available in Colorado Springs, Colorado
Thanks fo",362310877,1403411,2020-11-18,2020-11-19
2020-11-19 18:10:38.0,LinkedIn InMail Reply,12233049476774,,2020-11-19 18:10:38.0,,"Introduction Call - Internal Controls and SOX
Will,

Thanks for reaching out.  I am in a virtual ",362309621,1455994,2020-11-18,2020-11-19
2020-11-19 18:03:07.0,LinkedIn InMail Reply,10639267695789,,2020-11-19 18:03:07.0,,"New Full time opportunity for Lead Software Developer
i would need sponsorship in future  ",362303277,1460631,2020-11-18,2020-11-19
2020-11-19 18:02:49.0,LinkedIn InMail Reply,10639267695789,,2020-11-19 18:02:49.0,,"New Full time opportunity for Lead Software Developer
Hello Soo Lim,
I am currently on stem opt EA",362303278,1460631,2020-11-18,2020-11-19
2020-11-19 17:54:38.0,LinkedIn InMail Reply,2694304952815,,2020-11-19 17:54:38.0,,"Meeting Note
Hey Krista I have been playing phone tag with my friend at CNB, how does that position",362298569,1095849,2020-11-18,2020-11-19
2020-11-19 17:34:53.0,LinkedIn InMail Reply,12232984417914,,2020-11-19 17:34:53.0,,"Full Stack Engineer Opportunity with Talent Path!
Hi Trisha, thank you for reaching out, but I am n",362310936,1461779,2020-11-18,2020-11-19
2020-11-19 17:32:35.0,LinkedIn InMail Reply,12232985578168,,2020-11-19 17:32:35.0,,"New Remote Direct Hire Channel Manager Position Available
Hi Jason, 

Thank you for reaching out.",362303518,1403411,2020-11-18,2020-11-19
2020-11-19 17:26:02.0,LinkedIn InMail Reply,9867079056469,,2020-11-19 17:26:02.0,,"Content Specialist -- PARDOT --- NYC
I m free now if you get time",362292381,1422281,2020-11-18,2020-11-19
2020-11-19 17:25:52.0,LinkedIn InMail Reply,9867079056469,,2020-11-19 17:25:52.0,,"Content Specialist -- PARDOT --- NYC
Apologies for the phone tag! Got a call right before you calle",362292383,1422281,2020-11-18,2020-11-19
2020-11-19 17:23:45.0,LinkedIn InMail Reply,10639267695789,,2020-11-19 17:23:45.0,,"New Full time opportunity for Lead Software Developer
Sent resume and please let me know your thoug",362292429,1460631,2020-11-18,2020-11-19
2020-11-19 17:19:14.0,LinkedIn InMail Reply,12232914558583,,2020-11-19 17:19:14.0,,"Let's connect on opportunities available
Hello Marsha,

I have some experience processing loans. ",362310901,1470277,2020-11-18,2020-11-19
2020-11-19 17:18:06.0,LinkedIn InMail Reply,1425262027547,,2020-11-19 17:18:06.0,,"Product Manager - Direct Hire!
Hi Mark, thank you for reaching out!

Happy to have a quick chat w",362292397,1424112,2020-11-18,2020-11-19
